user_id,name,department,status,hire_date,termination_date,last_login,role,access_level,manager_id,has_conflict
662,Thomas Mccoy,Finance,Active,2026-01-11,,2026-04-06,Admin,Medium,77,False
663,Christopher Phillips,Procurement,Active,2025-03-16,,2026-03-14,Initiator+Approver,Low,71,True
664,Karen Yang,Legal,Active,2024-04-08,,2026-04-08,Admin,Low,89,False
665,Eileen Foster,Finance,Active,2024-08-08,,2026-04-13,Read-Only,High,21,False
666,Tyler Watson,Marketing,Active,2024-12-16,,2026-03-24,Approver,Low,27,False
667,Ann Hanna,IT,Terminated,2023-11-27,2025-10-12,2026-04-08,Initiator,Low,2,True
668,Lisa Pittman,Procurement,Active,2025-06-17,,2026-03-24,Approver,Low,2,False
669,Linda Butler,Marketing,Active,2024-10-14,,2026-03-25,Admin,Low,91,False
670,Shirley Aguilar,IT,Active,2023-10-29,,2026-03-16,Read-Only,Medium,59,False
671,Austin Nichols,IT,Active,2024-12-23,,2026-03-30,Admin,Low,67,False
672,Dr. Charles Johnson PhD,Operations,Active,2025-08-17,,2026-04-13,Admin,Low,83,False
673,Eric Johnston,IT,Active,2024-07-11,,2026-03-23,Initiator,Medium,9,False
674,Christopher Patel,Legal,Active,2024-08-25,,2026-03-24,Admin,Medium,34,False
675,Steven Smith,IT,Active,2025-02-22,,2026-04-09,Approver,High,77,False
676,Laura Brown,Operations,Active,2024-05-29,,2026-03-23,Approver,Low,4,False
677,Evelyn Richardson,Procurement,Active,2024-07-17,,2026-04-05,Read-Only,Medium,50,False
678,Daniel Gray,HR,Active,2025-02-19,,2026-04-03,Approver,Low,69,False
679,Kathy Huffman,Procurement,Terminated,2024-03-10,2026-03-13,2026-04-09,Admin,High,85,True
680,Susan Price,Sales,Active,2024-07-21,,2026-04-10,Read-Only,High,95,False
681,Patrick Shepard,IT,Active,2025-03-05,,2026-03-14,Admin,Low,12,False
682,Melanie Holland,Marketing,Active,2024-03-17,,2026-04-06,Admin,Medium,43,False
683,Eileen Ortiz,Legal,Active,2024-09-27,,2026-03-26,Admin,Medium,16,False
684,Jill Hicks,Procurement,Active,2025-11-25,,2026-03-17,Initiator,Medium,25,False
685,Kathleen Day,Finance,Active,2024-01-23,,2026-03-28,Admin,Medium,7,False
686,Lori Powers,Sales,Active,2025-06-06,,2026-04-07,Admin,Medium,73,False
687,Jason Mann,Procurement,Active,2025-05-25,,2026-04-03,Initiator+Approver,High,63,True
688,Jared Kelly,Legal,Active,2025-03-17,,2026-04-03,Initiator,High,58,False
689,Jeffrey Hernandez,IT,Active,2025-01-10,,2026-03-20,Approver,Low,98,False
690,Matthew Keller,Sales,Active,2023-06-16,,2026-03-19,Initiator,High,79,False
691,Alison Stanley,Operations,Active,2023-10-17,,2026-04-01,Read-Only,Medium,50,False
692,Stanley Rogers,HR,Active,2025-12-27,,2026-03-27,Approver,Low,48,False
693,Dustin Blackburn,HR,Active,2024-05-24,,2026-03-20,Initiator+Approver,High,87,True
694,Amanda French,HR,Terminated,2024-10-21,2022-06-21,2024-10-13,Admin,Medium,17,True
695,Mackenzie Sullivan,Finance,Active,2024-01-19,,2026-03-28,Admin,High,9,False
696,Mr. Scott Finley,HR,Active,2024-07-12,,2026-03-14,Admin,Medium,94,False
697,Robert Pope,Legal,Active,2023-10-08,,2026-03-16,Initiator+Approver,Medium,63,True
698,Rhonda Chavez,Legal,Active,2025-02-22,,2026-04-08,Read-Only,High,30,False
699,Courtney Pearson,Marketing,Terminated,2025-06-19,2022-10-22,2024-04-15,Initiator,Low,65,True
700,James Riddle,Sales,Terminated,2025-07-05,2025-12-26,2026-04-11,Initiator,Medium,82,True
701,Mr. David Williams,IT,Active,2025-12-05,,2026-03-25,Initiator,Low,14,False
702,Adam Brooks,HR,Terminated,2025-12-06,2026-03-01,2026-04-10,Initiator,Medium,57,True
703,Jessica Schroeder,Operations,Terminated,2025-07-04,2025-09-15,2026-04-09,Admin,Medium,90,True
704,Denise Salazar,Sales,Terminated,2025-01-18,2026-03-08,2026-04-09,Initiator,Medium,54,True
705,Joshua Smith,Finance,Active,2023-04-14,,2026-04-05,Approver,Medium,14,False
706,Carol Fox,Finance,Active,2024-08-13,,2026-04-10,Initiator,Medium,26,False
707,Christopher Hartman,Marketing,Active,2024-09-22,,2026-03-18,Approver,Medium,91,False
708,Shannon White,Operations,Active,2024-07-18,,2026-04-08,Initiator,Low,64,False
709,James Moses,Marketing,Active,2023-07-04,,2026-04-03,Approver,High,2,False
710,Joseph Owen,Finance,Active,2025-07-31,,2026-03-18,Read-Only,High,12,False
711,Mary Waters,Finance,Active,2025-08-19,,2026-03-16,Admin,Low,30,False
712,Sherri Stewart,Procurement,Active,2024-07-16,,2026-04-05,Initiator+Approver,High,13,True
713,Christopher Swanson,Sales,Active,2025-12-24,,2026-03-17,Admin,Medium,87,False
714,Sandra Richard,Legal,Active,2023-10-24,,2026-03-21,Initiator,High,98,False
715,Katelyn Hawkins,HR,Active,2026-02-23,,2026-03-17,Approver,Low,83,False
716,Michael Higgins,Sales,Active,2024-05-10,,2026-04-02,Read-Only,Low,35,False
717,Jonathan Alvarez,Finance,Active,2024-02-10,,2026-03-18,Admin,High,15,False
718,Paul Braun,Operations,Active,2023-12-16,,2026-03-14,Read-Only,Medium,50,False
719,Ariana Hart,Procurement,Active,2023-11-02,,2026-03-24,Approver,High,17,False
720,Casey Ayala,HR,Active,2025-04-22,,2026-04-10,Read-Only,Low,62,False
721,Jennifer Paul,Procurement,Active,2025-03-08,,2026-03-25,Read-Only,Medium,79,False
722,Shelby Rivers,HR,Active,2025-06-20,,2026-03-29,Read-Only,High,53,False
723,Erin Howard,Procurement,Active,2025-12-10,,2026-04-11,Admin,Low,41,False
724,Craig Smith,HR,Active,2024-12-11,,2026-03-14,Admin,Low,67,False
725,Patrick Smith,Finance,Terminated,2023-10-10,2026-01-12,2026-04-08,Approver,Medium,45,True
726,Ronald Lee,Operations,Active,2025-05-14,,2026-03-18,Initiator,High,83,False
727,Amanda Hughes,Sales,Active,2023-05-14,,2026-03-17,Read-Only,Medium,22,False
728,Jason Jacobson,Finance,Active,2023-06-12,,2026-04-03,Approver,Medium,36,False
729,Ronald Buck,HR,Active,2023-05-11,,2026-04-06,Read-Only,Medium,31,False
730,John White,Finance,Active,2023-08-17,,2026-03-30,Read-Only,High,64,False
731,Cindy Henry,Procurement,Active,2024-06-05,,2026-04-10,Read-Only,Low,84,False
732,Rebecca Murphy,HR,Active,2025-08-16,,2026-04-01,Read-Only,High,72,False
733,Emily Miller,HR,Active,2025-09-09,,2026-03-19,Admin,Low,72,False
734,Jonathan Rogers,Marketing,Active,2023-08-23,,2026-03-14,Admin,Medium,7,False
735,Ashley Cain,Marketing,Active,2023-08-27,,2026-04-03,Read-Only,Low,85,False
736,Lisa Phillips,Legal,Active,2023-08-31,,2026-04-10,Initiator,Low,29,False
737,Dale Lin,HR,Active,2024-04-14,,2026-04-02,Admin,Low,67,False
738,Nicole Shepard,Legal,Active,2025-08-09,,2026-04-12,Approver,Medium,18,False
739,Allen Peters,Operations,Terminated,2025-08-07,2022-06-20,2024-08-12,Approver,High,16,True
740,Anna Martinez,Operations,Active,2024-12-28,,2026-03-30,Approver,Low,44,False
741,Pamela Olson,Finance,Active,2023-11-17,,2026-04-12,Initiator+Approver,Medium,59,True
742,Grace Ramos,Sales,Active,2023-05-28,,2026-04-13,Initiator,Low,56,False
743,Claudia Munoz,Procurement,Active,2023-05-08,,2026-03-20,Approver,Low,75,False
744,Joseph Small,Sales,Active,2025-06-25,,2026-04-10,Read-Only,Low,77,False
745,Taylor Williams,Legal,Active,2023-05-17,,2026-03-16,Read-Only,Medium,78,False
746,Elizabeth Clark,Marketing,Active,2024-08-31,,2026-04-01,Admin,Medium,58,False
747,Taylor Ford,Sales,Terminated,2025-06-05,2025-11-22,2026-04-09,Admin,Low,71,True
748,Brooke Lawrence,Legal,Active,2024-12-24,,2026-04-07,Approver,Low,92,False
749,Stephen Smith,IT,Active,2024-04-06,,2026-03-15,Approver,Low,84,False
750,Douglas Hernandez,Sales,Active,2023-05-18,,2026-03-27,Admin,Low,15,False
751,Stephanie Houston,Legal,Active,2023-07-05,,2026-03-26,Read-Only,Low,96,False
752,Juan Stark,IT,Terminated,2023-10-31,2022-06-25,2024-02-12,Initiator,Low,14,True
753,Catherine Valencia,HR,Active,2024-01-24,,2026-04-09,Initiator,Low,8,False
754,Mary Garcia,Marketing,Active,2024-09-14,,2026-03-20,Approver,Medium,88,False
755,Breanna Fisher MD,IT,Active,2025-05-19,,2026-03-18,Initiator,Low,38,False
756,Mandy Townsend,Marketing,Active,2026-01-07,,2026-04-02,Read-Only,High,79,False
757,Gregory Gentry,Marketing,Active,2024-01-08,,2026-04-06,Admin,Low,86,False
758,Ryan Allen,HR,Active,2024-01-23,,2026-04-01,Read-Only,Low,41,False
759,Carol Lee,HR,Active,2026-02-16,,2026-03-21,Admin,High,80,False
760,Brandy Mullins,Procurement,Active,2024-12-08,,2026-03-15,Admin,Low,70,False
761,Craig Foster,Marketing,Active,2025-02-11,,2026-04-04,Read-Only,High,88,False
762,Ashley Floyd,Finance,Active,2025-02-25,,2026-03-14,Approver,Low,66,False
763,Jessica Murphy,Finance,Active,2024-02-01,,2026-04-12,Read-Only,Medium,72,False
764,Carlos Blackburn,IT,Active,2025-06-21,,2026-04-08,Admin,High,43,False
765,William Perez,Procurement,Active,2025-05-01,,2026-04-12,Approver,Medium,77,False
766,Katherine Blevins,HR,Active,2024-07-06,,2026-03-29,Admin,High,91,False
767,Wendy Mccoy,Legal,Active,2024-12-19,,2026-03-14,Approver,Low,9,False
768,Karen Sanchez,Sales,Active,2023-11-14,,2026-03-27,Read-Only,High,45,False
769,Robert Reed,Marketing,Active,2025-01-02,,2026-03-23,Initiator+Approver,Medium,47,True
770,Rodney Pennington,IT,Active,2024-12-22,,2026-03-14,Read-Only,Low,97,False
771,Willie Duffy,HR,Active,2025-07-23,,2026-03-23,Admin,Medium,31,False
772,Mary Acosta,Marketing,Active,2025-12-23,,2026-03-23,Initiator+Approver,Medium,15,True
773,Kimberly Medina,Operations,Active,2024-10-05,,2026-03-27,Admin,High,67,False
774,Mary Krause,Legal,Active,2023-04-26,,2026-03-19,Read-Only,Medium,6,False
775,Michael Franklin,IT,Active,2025-02-13,,2026-04-03,Initiator,High,22,False
776,Emily Harvey,HR,Active,2025-10-31,,2026-04-07,Approver,Low,55,False
777,Joseph White,Finance,Active,2025-01-17,,2026-03-27,Read-Only,Low,10,False
778,Sara Jones,Sales,Terminated,2026-01-25,2023-06-05,2024-07-12,Admin,High,12,True
779,Barbara Wilson,Finance,Active,2025-11-23,,2026-04-08,Admin,Low,10,False
780,Stephen Randolph,Marketing,Active,2024-10-01,,2026-03-31,Read-Only,Medium,81,False
781,William Ashley,Operations,Active,2023-10-10,,2026-04-03,Initiator,Medium,87,False
782,Phillip Miranda,Finance,Active,2026-03-02,,2026-03-24,Initiator,Low,75,False
783,Steven Robinson,HR,Active,2025-10-17,,2026-04-02,Initiator+Approver,Medium,88,True
784,Ryan Lewis,IT,Active,2025-09-18,,2026-04-04,Read-Only,Medium,51,False
785,Deanna Taylor,HR,Active,2023-07-18,,2026-04-08,Approver,High,96,False
786,Kelly Wilson,Operations,Active,2024-07-18,,2026-03-14,Approver,Medium,87,False
787,Chad Thomas,Legal,Active,2026-02-20,,2026-03-27,Approver,High,6,False
788,Diana Grant,HR,Active,2023-12-28,,2026-03-27,Initiator,Medium,27,False
789,James Padilla,Legal,Active,2025-01-05,,2026-03-31,Approver,High,24,False
790,Todd Sweeney,Marketing,Active,2024-10-13,,2026-04-07,Initiator,High,86,False
791,Douglas Woods,HR,Active,2023-08-13,,2026-03-24,Initiator,Medium,86,False
792,Lauren Mahoney,Finance,Active,2024-10-17,,2026-04-10,Approver,Low,75,False
793,Lucas Bruce,Procurement,Active,2024-05-06,,2026-04-02,Approver,Low,84,False
794,David Middleton,Marketing,Active,2025-08-22,,2026-04-04,Initiator,High,41,False
795,Brittany Owens,Procurement,Active,2023-09-04,,2026-04-03,Admin,Low,75,False
796,Crystal Black,Sales,Active,2024-02-27,,2026-03-19,Admin,Medium,22,False
797,Jeffery Conner,HR,Active,2024-06-11,,2026-04-06,Approver,Low,95,False
798,Richard Santos,Operations,Active,2024-08-25,,2026-03-18,Admin,High,87,False
799,Rachel Frazier,Legal,Active,2023-07-06,,2026-03-30,Read-Only,Medium,100,False
800,Daniel Kane,IT,Active,2023-06-21,,2026-03-27,Initiator,High,83,False
801,Teresa Harris,Finance,Active,2024-08-17,,2026-03-17,Approver,Low,26,False
802,Jennifer Marsh,IT,Active,2025-10-09,,2026-03-21,Initiator,High,65,False
803,Michael Sanchez,HR,Active,2023-12-06,,2026-03-20,Approver,High,71,False
804,Robert Reyes,IT,Active,2023-07-22,,2026-03-24,Approver,Medium,51,False
805,Rita Jones,Marketing,Active,2024-07-27,,2026-04-09,Read-Only,Low,66,False
806,Paul Faulkner,Finance,Active,2023-12-23,,2026-04-02,Initiator,Low,31,False
807,Jordan Calhoun,Sales,Active,2023-04-27,,2026-04-09,Read-Only,High,23,False
808,Donald Harper,Sales,Active,2023-06-28,,2026-03-14,Admin,High,29,False
809,Lori Stewart,Procurement,Active,2024-11-25,,2026-04-11,Admin,Medium,30,False
810,Michael Hoover,HR,Active,2025-01-15,,2026-03-28,Admin,Medium,61,False
811,Yvette James,Procurement,Active,2025-12-09,,2026-04-12,Admin,High,91,False
812,Karen Williamson,IT,Active,2024-09-21,,2026-03-26,Approver,Medium,84,False
813,Pamela Barnes,Operations,Active,2024-02-25,,2026-03-26,Initiator,Low,33,False
814,David Sexton,Operations,Active,2024-12-13,,2026-03-28,Read-Only,Medium,45,False
815,Karen Harrison,Procurement,Active,2023-07-01,,2026-03-16,Initiator,Low,18,False
816,Susan Tapia,Procurement,Active,2025-04-09,,2026-04-06,Initiator,Low,83,False
817,Ann Lee,IT,Active,2025-01-05,,2026-04-09,Approver,High,47,False
818,Jason Fisher,Finance,Active,2024-11-28,,2026-03-31,Admin,Low,15,False
819,Charles Green,Procurement,Active,2023-07-08,,2026-03-29,Initiator+Approver,Low,21,True
820,Thomas Forbes MD,Operations,Active,2026-01-28,,2026-04-06,Initiator,High,74,False
821,Dr. Michael Floyd,Sales,Active,2025-06-12,,2026-03-24,Initiator,Low,19,False
822,Isaac Welch,HR,Active,2025-04-08,,2026-04-05,Approver,Low,52,False
823,Joel Harvey,HR,Active,2024-08-11,,2026-03-14,Initiator,High,58,False
824,Donna Campbell,Procurement,Active,2023-07-02,,2026-04-08,Initiator+Approver,Medium,77,True
825,Daniel Randolph,Sales,Active,2025-03-07,,2026-03-25,Admin,High,93,False
826,Michelle Williams,Legal,Active,2023-08-29,,2026-03-25,Initiator,High,49,False
827,Robert Callahan,Operations,Active,2025-06-17,,2026-04-10,Initiator,High,67,False
828,Jeffrey Mooney,Operations,Active,2025-05-12,,2026-03-25,Initiator,High,61,False
829,April Collins,HR,Active,2023-05-19,,2026-03-20,Initiator,High,62,False
830,Sierra Newman,Sales,Active,2026-03-12,,2026-03-16,Read-Only,Low,54,False
831,Dylan Allen,Legal,Active,2025-12-16,,2026-03-22,Read-Only,High,62,False
832,Amanda Ferguson,Operations,Active,2024-03-27,,2026-03-26,Initiator+Approver,Medium,18,True
833,Joshua Davis DDS,IT,Active,2023-07-11,,2026-03-20,Approver,High,37,False
834,Charles Phillips,Operations,Active,2024-10-03,,2026-04-07,Initiator,Low,96,False
835,Raymond Cruz,HR,Active,2025-07-16,,2026-03-28,Initiator,Medium,84,False
836,David Silva,Marketing,Active,2024-06-06,,2026-03-31,Admin,High,20,False
837,Rachel Rodriguez,Operations,Terminated,2024-10-11,2026-02-23,2026-04-06,Read-Only,Low,47,True
838,Miss Elizabeth Howe DVM,IT,Active,2023-12-22,,2026-03-20,Approver,Medium,71,False
839,Jennifer Key,Procurement,Active,2025-03-13,,2026-04-02,Read-Only,Medium,40,False
840,Brenda Herrera,Legal,Active,2023-12-20,,2026-03-21,Approver,Low,16,False
841,Kyle Stewart,Marketing,Active,2023-09-12,,2026-03-19,Approver,High,28,False
842,Tamara Merritt,Operations,Active,2024-04-20,,2026-03-19,Initiator,High,50,False
843,Pedro Sanchez,HR,Active,2025-09-09,,2026-03-18,Approver,Medium,77,False
844,Anthony Tyler,Operations,Active,2025-09-15,,2026-04-11,Admin,High,48,False
845,Brad Aguilar,Finance,Active,2025-12-27,,2026-03-21,Read-Only,Medium,79,False
846,Christina Gonzalez,IT,Active,2025-11-17,,2026-03-14,Approver,Low,64,False
847,Seth Browning,Procurement,Terminated,2026-02-21,2023-09-28,2024-02-21,Admin,High,5,True
848,Jessica Miranda,Marketing,Active,2025-04-01,,2026-03-23,Initiator,Medium,31,False
849,Ethan Wong,HR,Active,2025-04-26,,2026-04-11,Admin,Medium,46,False
850,Joseph Gray,Operations,Active,2023-12-05,,2026-03-26,Approver,Low,2,False
851,Howard Gonzalez,Finance,Terminated,2025-09-11,2026-01-20,2026-04-06,Admin,Low,72,True
852,Amber Gomez,Legal,Terminated,2024-04-02,2023-10-20,2024-02-17,Admin,High,78,True
853,Shelly Barnes,Marketing,Active,2023-08-26,,2026-03-15,Read-Only,Low,1,False
854,Thomas Reid,IT,Active,2025-03-21,,2026-03-31,Initiator,Low,10,False
855,Tracey Mullins,IT,Active,2024-04-17,,2026-03-14,Initiator,Low,33,False
856,Joseph Garcia,IT,Terminated,2023-09-20,2025-09-21,2026-04-11,Read-Only,Low,62,True
857,Gary Austin,Marketing,Active,2024-04-18,,2026-03-14,Read-Only,Low,59,False
858,Deanna Baldwin,HR,Active,2023-07-01,,2026-04-10,Admin,High,49,False
859,Dakota Barnes,Marketing,Active,2024-11-29,,2026-03-19,Admin,Medium,46,False
860,Elijah Murphy,HR,Active,2024-09-21,,2026-04-06,Admin,High,52,False
861,Matthew Chang,Legal,Active,2025-10-10,,2026-03-27,Approver,Medium,41,False
862,Mr. Garrett Palmer,Legal,Active,2024-12-22,,2026-03-16,Admin,High,96,False
863,Kyle Alexander,Marketing,Active,2023-05-28,,2026-03-21,Approver,High,95,False
864,Jeanette Yates,Marketing,Active,2024-09-17,,2026-04-07,Approver,High,32,False
865,Ruben Howard,Legal,Terminated,2025-04-29,2025-10-12,2026-04-07,Initiator,High,11,True
866,Yolanda Ochoa,Procurement,Active,2026-03-01,,2026-03-20,Initiator,Medium,48,False
867,Melissa Walker,Legal,Active,2023-06-10,,2026-03-16,Admin,Medium,24,False
868,Scott Smith,IT,Active,2023-12-21,,2026-04-06,Approver,High,68,False
869,William Smith,Operations,Terminated,2023-07-09,2025-10-10,2026-04-07,Initiator,Low,45,True
870,Danielle Hansen DDS,Operations,Active,2025-03-22,,2026-03-30,Initiator,Low,67,False
871,Elizabeth Higgins,Procurement,Active,2024-06-06,,2026-03-22,Initiator,High,87,False
872,Ethan Barry,Marketing,Terminated,2024-01-27,2025-09-17,2026-04-13,Initiator,Medium,47,True
873,Rebecca Atkinson,IT,Active,2025-02-24,,2026-03-27,Admin,High,35,False
874,Edward Howell,Procurement,Active,2024-04-11,,2026-04-02,Approver,Medium,55,False
875,Grant Norris,Marketing,Active,2023-11-07,,2026-03-22,Admin,Medium,52,False
876,Andrew Murphy,IT,Active,2023-09-03,,2026-04-08,Approver,Low,88,False
877,William Carroll DDS,Marketing,Terminated,2025-08-22,2023-08-20,2025-03-08,Admin,High,72,True
878,Kimberly Chung,Operations,Active,2024-01-24,,2026-04-07,Initiator+Approver,Low,20,True
879,Melissa Hall,Procurement,Active,2026-02-23,,2026-04-08,Initiator+Approver,Medium,18,True
880,Bryan Castillo,Legal,Active,2023-06-22,,2026-04-04,Admin,Low,73,False
881,Brandy Ramirez,HR,Terminated,2023-12-20,2023-08-10,2024-02-22,Approver,High,28,True
882,Janet Contreras,IT,Active,2023-07-13,,2026-03-18,Initiator+Approver,Medium,96,True
883,Christopher Martinez,Legal,Active,2024-09-28,,2026-04-02,Admin,Low,72,False
884,Lisa Molina,IT,Active,2024-04-09,,2026-04-13,Read-Only,High,45,False
885,Timothy Black,Marketing,Active,2025-03-22,,2026-03-20,Admin,Medium,42,False
886,Cheryl Martin,Procurement,Active,2023-09-11,,2026-03-16,Initiator,Medium,79,False
887,Stephen Malone,IT,Active,2023-08-08,,2026-03-24,Approver,High,82,False
888,Carrie Hodge,Legal,Active,2023-11-02,,2026-03-24,Read-Only,High,11,False
889,Grant Robbins,Sales,Active,2024-04-10,,2026-04-06,Admin,Medium,84,False
890,Regina Ford,IT,Active,2024-09-13,,2026-03-25,Read-Only,Medium,57,False
891,Amy Moreno,Legal,Active,2023-09-04,,2026-03-31,Approver,High,3,False
892,Frances Perez PhD,Sales,Active,2024-11-19,,2026-03-23,Admin,Low,90,False
893,Ralph Roberts,Finance,Active,2025-01-07,,2026-04-08,Read-Only,High,13,False
894,Elizabeth Wagner,Finance,Active,2023-07-19,,2026-03-27,Initiator,High,99,False
895,Jennifer Patterson,Operations,Active,2025-09-25,,2026-04-10,Admin,Low,20,False
896,Renee Morse,Finance,Active,2024-01-06,,2026-04-04,Approver,High,95,False
897,Ethan Freeman,IT,Active,2023-09-19,,2026-03-24,Approver,High,68,False
898,Grace Davila,Sales,Active,2026-01-15,,2026-04-12,Admin,Medium,61,False
899,Gary Caldwell,Procurement,Active,2024-09-03,,2026-03-27,Read-Only,High,90,False
900,Reginald Bean,Sales,Active,2023-08-22,,2026-03-24,Read-Only,Low,82,False
901,Melissa Allen,IT,Active,2024-04-02,,2026-03-29,Initiator+Approver,High,57,True
902,Lauren Jennings,IT,Active,2024-02-24,,2026-03-31,Admin,High,39,False
903,Kayla Rogers,HR,Active,2026-03-14,,2026-03-28,Initiator+Approver,Medium,37,True
904,Fernando Gonzalez,Procurement,Active,2026-02-25,,2026-03-22,Read-Only,Medium,39,False
905,Cynthia Fowler,HR,Active,2023-10-15,,2026-03-19,Admin,Low,30,False
906,Donna Jacobs,HR,Active,2024-02-08,,2026-04-07,Read-Only,Low,56,False
907,Melissa Underwood,Operations,Terminated,2024-10-19,2026-02-25,2026-04-10,Read-Only,Medium,29,True
908,Michael Phelps,IT,Active,2025-10-03,,2026-03-31,Approver,Low,98,False
909,Angela Garcia,IT,Active,2024-08-08,,2026-03-24,Admin,Medium,25,False
910,Jaime Reyes,Finance,Active,2025-03-06,,2026-04-09,Initiator+Approver,High,82,True
911,Joyce Kelly,Procurement,Active,2023-08-30,,2026-04-05,Read-Only,High,42,False
912,Amanda Hernandez,HR,Active,2025-05-07,,2026-04-12,Initiator,High,14,False
913,Jennifer Copeland,IT,Active,2024-09-09,,2026-04-09,Read-Only,Low,2,False
914,Isaiah Sherman,Marketing,Active,2025-09-11,,2026-04-09,Initiator+Approver,Medium,28,True
915,Amy Valentine DDS,Legal,Active,2023-11-05,,2026-04-04,Initiator+Approver,Medium,60,True
916,Robert Smith,HR,Active,2024-05-07,,2026-04-11,Approver,High,35,False
917,Nicole Aguilar MD,Operations,Active,2025-10-19,,2026-03-27,Read-Only,High,25,False
918,Erica Moore,IT,Active,2024-01-23,,2026-03-18,Initiator,High,99,False
919,Michael Wood,Marketing,Active,2024-01-16,,2026-03-20,Read-Only,High,95,False
920,Ryan Griffin,HR,Active,2025-01-31,,2026-03-30,Initiator,Low,86,False
921,Amy Vargas,Marketing,Active,2023-07-20,,2026-04-01,Admin,Medium,21,False
922,Mason Flores,HR,Active,2025-07-07,,2026-04-05,Read-Only,Low,39,False
923,Gregory Martin,Marketing,Active,2024-03-06,,2026-03-16,Initiator,Low,28,False
924,Rachel Jones,Finance,Active,2024-11-16,,2026-03-24,Read-Only,Medium,2,False
925,Linda Castaneda,Sales,Active,2024-08-26,,2026-03-26,Initiator,Medium,32,False
926,Jessica Alvarez,HR,Active,2025-12-18,,2026-03-26,Read-Only,Low,77,False
927,Misty Hoffman,Sales,Active,2024-02-13,,2026-03-20,Initiator,High,21,False
928,Joe Levine,Procurement,Active,2025-09-08,,2026-03-23,Admin,Low,8,False
929,Jeremy Alvarez,HR,Active,2024-03-16,,2026-03-24,Approver,Low,69,False
930,Gloria Gutierrez,Finance,Active,2025-06-30,,2026-03-29,Approver,Medium,72,False
931,Latasha Lloyd,Legal,Active,2023-09-28,,2026-03-21,Approver,High,89,False
932,Gary Hancock,Operations,Active,2024-03-11,,2026-03-21,Approver,Medium,6,False
933,Travis Myers,Procurement,Active,2023-09-30,,2026-03-27,Admin,Low,90,False
934,Autumn Johnson,Procurement,Active,2025-02-19,,2026-03-26,Approver,Low,45,False
935,Shannon Robbins,Legal,Active,2023-07-29,,2026-04-05,Approver,High,68,False
936,Cheryl Smith,Sales,Active,2023-09-06,,2026-04-04,Admin,Low,47,False
937,Sherry Fernandez,Procurement,Active,2026-03-13,,2026-03-20,Read-Only,Low,24,False
938,William Rodriguez,HR,Active,2024-02-28,,2026-03-20,Approver,Medium,93,False
939,Danielle Dunlap,Finance,Active,2024-01-11,,2026-04-07,Read-Only,Low,20,False
940,Michael Fisher,IT,Active,2024-05-23,,2026-03-31,Initiator+Approver,High,13,True
941,Angela King,Finance,Terminated,2025-12-15,2022-11-23,2024-10-25,Approver,High,5,True
942,Brian Smith,Marketing,Terminated,2025-08-07,2023-03-01,2024-03-31,Approver,High,5,True
943,Tony Miranda,Operations,Active,2023-06-15,,2026-03-28,Admin,High,47,False
944,Nicholas Olson,Marketing,Active,2025-10-20,,2026-04-13,Approver,Low,63,False
945,Paul Morris,Finance,Active,2023-07-30,,2026-03-19,Initiator,Medium,72,False
946,Mikayla Jimenez DVM,Operations,Terminated,2024-02-18,2024-02-27,2024-12-30,Initiator,Low,35,True
947,Thomas Ballard,HR,Active,2025-10-21,,2026-03-18,Admin,High,28,False
948,David Henry,Finance,Active,2025-08-19,,2026-03-21,Approver,Low,50,False
949,Nathaniel Tucker,Marketing,Active,2025-02-12,,2026-03-28,Approver,Low,81,False
950,Christian Walker,Sales,Active,2023-11-15,,2026-03-21,Initiator,Low,74,False
951,Shane Davis,Legal,Active,2023-08-18,,2026-03-22,Read-Only,High,22,False
952,James Price,Sales,Active,2023-12-13,,2026-03-28,Admin,Low,21,False
953,Dr. Johnathan Martinez,Procurement,Active,2024-03-23,,2026-03-16,Admin,Low,42,False
954,Shari Bell,Legal,Active,2023-11-21,,2026-03-20,Read-Only,Low,42,False
955,Andrew Harris,Marketing,Active,2024-12-31,,2026-04-01,Admin,Medium,58,False
956,Janice Simon,Procurement,Active,2023-12-22,,2026-04-13,Initiator,Medium,77,False
957,Zachary Mitchell,HR,Active,2023-04-19,,2026-04-09,Admin,High,39,False
958,Angela Berg,Marketing,Active,2024-12-30,,2026-03-17,Admin,High,99,False
959,Bailey Jimenez,IT,Active,2023-05-02,,2026-03-27,Approver,High,5,False
960,Donna Martinez,Procurement,Terminated,2024-03-16,2026-03-12,2026-04-11,Approver,Medium,47,True
961,Madison Rojas,Marketing,Active,2024-11-22,,2026-04-05,Admin,High,74,False
962,Betty Carroll,Operations,Active,2024-12-24,,2026-03-21,Initiator,Low,42,False
963,William Hahn,Procurement,Active,2025-03-25,,2026-03-29,Initiator,Low,83,False
964,Tony Gordon,IT,Active,2025-12-28,,2026-03-21,Read-Only,High,100,False
965,Samantha Brown,HR,Active,2024-04-29,,2026-04-02,Read-Only,Medium,16,False
966,Greg Lara,Marketing,Active,2026-02-19,,2026-03-24,Read-Only,High,40,False
967,Miguel Parks,HR,Active,2024-05-30,,2026-03-27,Approver,Medium,65,False
968,Diane Fuentes,Marketing,Active,2025-05-05,,2026-04-12,Read-Only,Medium,97,False
969,Mrs. Alisha Mason,Finance,Active,2024-12-15,,2026-03-31,Admin,Medium,19,False
970,James Hicks,Sales,Active,2024-04-25,,2026-04-11,Read-Only,Low,96,False
